scenario_id,mechanism,scenario_class,target_absent,tool,context,flagset,grade,evidence,validation_status,note
privesc12-PutRolePolicy--user,privesc12-PutRolePolicy,non-path,no,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check. Validation: analysis/validation/privesc12-PutRolePolicy--user.md."
privesc12-PutRolePolicy--user,privesc12-PutRolePolicy,non-path,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc13-AddUserToGroup--role,privesc13-AddUserToGroup,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated. Validation: analysis/validation/privesc13-AddUserToGroup--role.md."
privesc13-AddUserToGroup--role,privesc13-AddUserToGroup,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix). Validation: analysis/validation/privesc13-AddUserToGroup--role.md.
privesc13-AddUserToGroup--role,privesc13-AddUserToGroup,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (1 grant row(s): Allow iam:AddUserToGroup) but names no target and does not characterise it as escalation. Search: grep ',privesc13-AddUserToGroup-role,' csv/permissions.csv. Validation: analysis/validation/privesc13-AddUserToGroup--role.md."
privesc13-AddUserToGroup--role,privesc13-AddUserToGroup,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc13-AddUserToGroup--user,privesc13-AddUserToGroup,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc13-AddUserToGroup--user,privesc13-AddUserToGroup,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc13-AddUserToGroup--user,privesc13-AddUserToGroup,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (1 grant row(s): Allow iam:AddUserToGroup) but names no target and does not characterise it as escalation. Search: grep ',privesc13-AddUserToGroup-user,' csv/permissions.csv."
privesc13-AddUserToGroup--user,privesc13-AddUserToGroup,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc14-UpdatingAssumeRolePolicy--role,privesc14-UpdatingAssumeRolePolicy,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc14-UpdatingAssumeRolePolicy--role,privesc14-UpdatingAssumeRolePolicy,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"preset privesc names principal, mechanism and administrative target: ""role/privesc14-UpdatingAssumeRolePolicy-role can update the trust document to access role/fn2-exploitableResourceConstraint-role"". Target divergence: PMapper reaches role/fn2-exploitableResourceConstraint-role, not the scenarios.md intended target privesc-sre-role. Rubric 4.3 scores a divergent but working target as D; not separately validated, so the divergence is recorded, not confirmed."
privesc14-UpdatingAssumeRolePolicy--role,privesc14-UpdatingAssumeRolePolicy,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow iam:UpdateAssumeRolePolicy; Allow sts:AssumeRole) but names no target and does not characterise it as escalation. Search: grep ',privesc14-UpdatingAssumeRolePolicy-role,' csv/permissions.csv. iam-simulator additionally reports: can sts:AssumeRole on *."
privesc14-UpdatingAssumeRolePolicy--role,privesc14-UpdatingAssumeRolePolicy,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc14-UpdatingAssumeRolePolicy--user,privesc14-UpdatingAssumeRolePolicy,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc14-UpdatingAssumeRolePolicy--user,privesc14-UpdatingAssumeRolePolicy,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"preset privesc names principal, mechanism and administrative target: ""user/privesc14-UpdatingAssumeRolePolicy-user can update the trust document to access role/fn2-exploitableResourceConstraint-role"". Target divergence: PMapper reaches role/fn2-exploitableResourceConstraint-role, not the scenarios.md intended target privesc-sre-role. Rubric 4.3 scores a divergent but working target as D; not separately validated, so the divergence is recorded, not confirmed."
privesc14-UpdatingAssumeRolePolicy--user,privesc14-UpdatingAssumeRolePolicy,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow iam:UpdateAssumeRolePolicy; Allow sts:AssumeRole) but names no target and does not characterise it as escalation. Search: grep ',privesc14-UpdatingAssumeRolePolicy-user,' csv/permissions.csv. iam-simulator additionally reports: can sts:AssumeRole on *."
privesc14-UpdatingAssumeRolePolicy--user,privesc14-UpdatingAssumeRolePolicy,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc15-PassExistingRoleToNewLambdaThenInvoke--role,privesc15-PassExistingRoleToNewLambdaThenInvoke,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc15-PassExistingRoleToNewLambdaThenInvoke--role,privesc15-PassExistingRoleToNewLambdaThenInvoke,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""role/privesc15-PassExistingRoleToNewLambdaThenInvoke-role can use Lambda to create a new function with arbitrary code, then pass and access role/privesc-high-priv-service-role""."
privesc15-PassExistingRoleToNewLambdaThenInvoke--role,privesc15-PassExistingRoleToNewLambdaThenInvoke,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow iam:PassRole; Allow lambda:CreateFunction; Allow lambda:InvokeFunction) but names no target and does not characterise it as escalation. Search: grep ',privesc15-PassExistingRoleToNewLambdaThenInvoke-role,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc15-PassExistingRoleToNewLambdaThenInvoke--role,privesc15-PassExistingRoleToNewLambdaThenInvoke,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc15-PassExistingRoleToNewLambdaThenInvoke--user,privesc15-PassExistingRoleToNewLambdaThenInvoke,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc15-PassExistingRoleToNewLambdaThenInvoke--user,privesc15-PassExistingRoleToNewLambdaThenInvoke,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""user/privesc15-PassExistingRoleToNewLambdaThenInvoke-user can use Lambda to create a new function with arbitrary code, then pass and access role/privesc-high-priv-service-role""."
privesc15-PassExistingRoleToNewLambdaThenInvoke--user,privesc15-PassExistingRoleToNewLambdaThenInvoke,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow iam:PassRole; Allow lambda:CreateFunction; Allow lambda:InvokeFunction) but names no target and does not characterise it as escalation. Search: grep ',privesc15-PassExistingRoleToNewLambdaThenInvoke-user,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc15-PassExistingRoleToNewLambdaThenInvoke--user,privesc15-PassExistingRoleToNewLambdaThenInvoke,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo--role,privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo--role,privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""role/privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo-role can use Lambda to create a new function with arbitrary code, then pass and access role/privesc-high-priv-service-role""."
privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo--role,privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow lambda:CreateFunction; Allow iam:PassRole; Allow lambda:CreateEventSourceMapping) but names no target and does not characterise it as escalation. Search: grep ',privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo-role,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo--role,privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo--user,privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo--user,privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""user/privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo-user can use Lambda to create a new function with arbitrary code, then pass and access role/privesc-high-priv-service-role""."
privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo--user,privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow lambda:CreateFunction; Allow iam:PassRole; Allow lambda:CreateEventSourceMapping) but names no target and does not characterise it as escalation. Search: grep ',privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo-user,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo--user,privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc17-EditExistingLambdaFunctionWithRole--role,privesc17-EditExistingLambdaFunctionWithRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated. Validation: analysis/validation/privesc17-EditExistingLambdaFunctionWithRole--role.md."
privesc17-EditExistingLambdaFunctionWithRole--role,privesc17-EditExistingLambdaFunctionWithRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix). Validation: analysis/validation/privesc17-EditExistingLambdaFunctionWithRole--role.md.
privesc17-EditExistingLambdaFunctionWithRole--role,privesc17-EditExistingLambdaFunctionWithRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow lambda:UpdateFunctionCode; Allow lambda:UpdateFunctionConfiguration) but names no target and does not characterise it as escalation. Search: grep ',privesc17-EditExistingLambdaFunctionWithRole-role,' csv/permissions.csv. Validation: analysis/validation/privesc17-EditExistingLambdaFunctionWithRole--role.md."
privesc17-EditExistingLambdaFunctionWithRole--role,privesc17-EditExistingLambdaFunctionWithRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc17-EditExistingLambdaFunctionWithRole--user,privesc17-EditExistingLambdaFunctionWithRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated. Validation: analysis/validation/privesc17-EditExistingLambdaFunctionWithRole--role.md."
privesc17-EditExistingLambdaFunctionWithRole--user,privesc17-EditExistingLambdaFunctionWithRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix). Validation: analysis/validation/privesc17-EditExistingLambdaFunctionWithRole--role.md.
privesc17-EditExistingLambdaFunctionWithRole--user,privesc17-EditExistingLambdaFunctionWithRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow lambda:UpdateFunctionCode; Allow lambda:UpdateFunctionConfiguration) but names no target and does not characterise it as escalation. Search: grep ',privesc17-EditExistingLambdaFunctionWithRole-user,' csv/permissions.csv. Validation: analysis/validation/privesc17-EditExistingLambdaFunctionWithRole--role.md."
privesc17-EditExistingLambdaFunctionWithRole--user,privesc17-EditExistingLambdaFunctionWithRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc18-PassExistingRoleToNewGlueDevEndpoint--role,privesc18-PassExistingRoleToNewGlueDevEndpoint,privesc,yes,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc18-PassExistingRoleToNewGlueDevEndpoint--role,privesc18-PassExistingRoleToNewGlueDevEndpoint,privesc,yes,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc18-PassExistingRoleToNewGlueDevEndpoint--role,privesc18-PassExistingRoleToNewGlueDevEndpoint,privesc,yes,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow glue:CreateDevEndpoint; Allow glue:GetDevEndpoint; Allow iam:PassRole) but names no target and does not characterise it as escalation. Search: grep ',privesc18-PassExistingRoleToNewGlueDevEndpoint-role,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
